application_type,expected_users_per_day,concurrent_users,storage_required_gb,deployment_region,required_vcpu,required_ram_gb,cloud_provider_reference,reference_vm_type,price_per_hour,traffic_pattern,monthly_cost
Streaming,148325,3945,327,asia-south,16,32,AWS,c5.2xlarge,0.34,Medium,244.8
Streaming,27877,3054,33,europe-west,16,32,Azure,F4s_v2,0.169,High,121.68
Healthcare,13500,1688,3,asia-south,4,8,Azure,D4s_v3,0.192,Medium,138.24
Streaming,255138,15219,1033,asia-south,16,32,GCP,n2-standard-8,0.388,High,279.36
Portfolio,105603,11471,1424,us-east,4,8,Azure,D4s_v3,0.192,Low,138.24
Banking,199277,18503,31,europe-west,16,32,GCP,n2-standard-8,0.388,Medium,279.36
Streaming,483991,8269,264,asia-south,16,32,Azure,F4s_v2,0.169,Low,121.68
Banking,4700,434,1935,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Banking,54592,30,1379,europe-west,4,8,Azure,D4s_v3,0.192,Low,138.24
Streaming,43556,4967,800,us-east,8,16,AWS,c5.2xlarge,0.34,Low,244.8
CRM,781,23,9,asia-south,2,4,AWS,t3.medium,0.0416,High,29.95
E-Commerce,29106,3661,36,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Healthcare,5697,81,3,us-east,2,4,GCP,e2-medium,0.033,Medium,23.76
Social Media,6796,300,57,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
E-Commerce,819,452,172,europe-west,4,8,AWS,m5.xlarge,0.192,High,138.24
ERP,67859,6708,1130,asia-south,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Portfolio,47053,18762,5,us-east,4,8,GCP,n2-standard-4,0.194,Low,139.68
Healthcare,12874,1615,5,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Banking,682,22,30,us-east,2,4,Azure,B2s,0.05,Medium,36.0
Portfolio,15604,6915,29,us-east,2,4,AWS,t3.medium,0.0416,Low,29.95
Blog,438,26,2206,europe-west,2,4,AWS,t3.medium,0.0416,Medium,29.95
Healthcare,2846,6,823,europe-west,4,8,GCP,n2-standard-4,0.194,High,139.68
News Portal,3684,3684,41,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Social Media,200843,582,3,us-east,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Banking,5165,156,20,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Social Media,21607,1053,3908,asia-south,8,16,Azure,F4s_v2,0.169,Medium,121.68
Blog,187705,6514,43,asia-south,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
News Portal,5594,263,2,us-east,2,4,GCP,e2-medium,0.033,Medium,23.76
E-Commerce,201280,92,27,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Blog,582,582,73,europe-west,2,4,AWS,t3.medium,0.0416,Medium,29.95
Portfolio,3473,8,4118,europe-west,2,4,AWS,t3.medium,0.0416,Medium,29.95
CRM,420,14,223,us-east,2,4,AWS,t3.medium,0.0416,High,29.95
Portfolio,16108,207,2716,us-east,4,8,Azure,D4s_v3,0.192,High,138.24
Social Media,357946,30791,2,asia-south,8,16,Azure,F4s_v2,0.169,Low,121.68
Blog,34144,236,47,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Streaming,26816,1360,4466,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Social Media,1763,1763,149,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
CRM,291659,7955,7,asia-south,4,8,GCP,n2-standard-4,0.194,Low,139.68
Streaming,8003,8003,88,europe-west,16,32,AWS,c5.2xlarge,0.34,High,244.8
CRM,1615,11,9,asia-south,2,4,GCP,e2-medium,0.033,High,23.76
Banking,454125,49292,102,us-east,16,32,Azure,F4s_v2,0.169,Low,121.68
Blog,5480,575,59,asia-south,2,4,AWS,t3.medium,0.0416,Low,29.95
Social Media,3659,217,2090,europe-west,8,16,GCP,n2-standard-8,0.388,High,279.36
Social Media,263,263,140,asia-south,4,8,Azure,D4s_v3,0.192,High,138.24
Social Media,807,22,101,asia-south,4,8,Azure,D4s_v3,0.192,High,138.24
CRM,112361,3839,23,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Streaming,8734,137,24,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
ERP,351267,13244,2656,europe-west,8,16,Azure,F4s_v2,0.169,Low,121.68
Healthcare,386,41,48,europe-west,4,8,GCP,n2-standard-4,0.194,High,139.68
Social Media,24772,986,2092,europe-west,16,32,Azure,F4s_v2,0.169,High,121.68
Streaming,55910,1895,54,us-east,16,32,AWS,c5.2xlarge,0.34,High,244.8
News Portal,25809,2063,486,asia-south,8,16,Azure,F4s_v2,0.169,High,121.68
E-Commerce,12633,166,2659,asia-south,4,8,Azure,D4s_v3,0.192,Medium,138.24
News Portal,18452,1761,1959,asia-south,4,8,GCP,n2-standard-4,0.194,Low,139.68
Portfolio,44063,1497,270,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Banking,171533,5073,160,asia-south,8,16,Azure,F4s_v2,0.169,Medium,121.68
E-Commerce,2779,94,2,europe-west,1,2,GCP,e2-small,0.017,Low,12.24
Streaming,7293,9,1878,europe-west,4,8,GCP,n2-standard-4,0.194,High,139.68
Streaming,28961,3765,6,us-east,8,16,Azure,F4s_v2,0.169,Medium,121.68
Streaming,2337,123,30,europe-west,4,8,Azure,D4s_v3,0.192,High,138.24
Blog,810,810,603,asia-south,4,8,AWS,m5.xlarge,0.192,High,138.24
CRM,383719,2736,103,us-east,8,16,GCP,n2-standard-8,0.388,High,279.36
Healthcare,918,918,2,asia-south,2,4,AWS,t3.medium,0.0416,Medium,29.95
Portfolio,1236,100,5,asia-south,1,2,Azure,B2s,0.05,Low,36.0
Healthcare,25310,739,656,europe-west,4,8,Azure,D4s_v3,0.192,Low,138.24
CRM,366,12,116,us-east,1,2,GCP,e2-small,0.017,Medium,12.24
Portfolio,261,80,203,europe-west,2,4,AWS,t3.medium,0.0416,High,29.95
Blog,330,17,4,europe-west,1,2,AWS,t3.small,0.0208,High,14.98
News Portal,525,17,6,europe-west,2,4,GCP,e2-medium,0.033,High,23.76
News Portal,5747,162,27,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
Blog,131464,4594,3,europe-west,8,16,AWS,c5.2xlarge,0.34,High,244.8
Blog,2904,2130,243,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Social Media,5672,376,2,asia-south,2,4,GCP,e2-medium,0.033,Low,23.76
Healthcare,21910,587,395,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Social Media,2127,149,11,us-east,2,4,Azure,B2s,0.05,Low,36.0
CRM,5899,91,146,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
ERP,4109,674,20,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
Healthcare,2902,18,8,us-east,2,4,AWS,t3.medium,0.0416,Medium,29.95
Portfolio,4176,1179,1289,europe-west,2,4,AWS,t3.medium,0.0416,Low,29.95
E-Commerce,218,14,57,us-east,1,2,Azure,B2s,0.05,Medium,36.0
CRM,205348,288,417,asia-south,8,16,AWS,c5.2xlarge,0.34,High,244.8
ERP,418789,27867,41,europe-west,16,32,GCP,n2-standard-8,0.388,Medium,279.36
E-Commerce,170506,20355,3,us-east,8,16,Azure,F4s_v2,0.169,Medium,121.68
ERP,209,18,2906,us-east,4,8,AWS,m5.xlarge,0.192,High,138.24
Streaming,71202,209,164,asia-south,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Portfolio,17717,38,3,europe-west,2,4,Azure,B2s,0.05,High,36.0
Blog,418,49,2680,europe-west,1,2,AWS,t3.small,0.0208,Low,14.98
Social Media,295685,17553,972,us-east,16,32,Azure,F4s_v2,0.169,Medium,121.68
Social Media,86810,2594,472,us-east,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Portfolio,623,44,280,us-east,2,4,AWS,t3.medium,0.0416,High,29.95
Banking,377385,23,72,asia-south,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
CRM,537,6,2723,us-east,2,4,Azure,B2s,0.05,Medium,36.0
Social Media,7015,157,46,asia-south,4,8,GCP,n2-standard-4,0.194,Low,139.68
News Portal,694,694,637,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Streaming,648,606,1715,us-east,4,8,AWS,m5.xlarge,0.192,Low,138.24
E-Commerce,388665,61124,215,asia-south,16,32,GCP,n2-standard-8,0.388,Medium,279.36
Streaming,17582,131,80,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Banking,1519,48,6,asia-south,2,4,GCP,e2-medium,0.033,Low,23.76
Banking,86934,121,386,asia-south,4,8,AWS,m5.xlarge,0.192,Low,138.24
CRM,188390,12602,29,us-east,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Healthcare,262418,28214,4590,asia-south,16,32,Azure,F4s_v2,0.169,Medium,121.68
News Portal,295976,29,3088,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Blog,238860,21452,17,us-east,8,16,GCP,n2-standard-8,0.388,Medium,279.36
E-Commerce,29654,16,174,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Streaming,2915,16,10,asia-south,2,4,AWS,t3.medium,0.0416,Medium,29.95
Banking,279289,16792,361,europe-west,8,16,AWS,c5.2xlarge,0.34,Low,244.8
ERP,522,9,3951,asia-south,2,4,Azure,B2s,0.05,Low,36.0
CRM,749,749,3,europe-west,2,4,AWS,t3.medium,0.0416,Medium,29.95
ERP,5959,131,19,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
CRM,1840,20,237,asia-south,2,4,AWS,t3.medium,0.0416,Medium,29.95
Blog,24732,1734,4,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Streaming,238337,8648,254,europe-west,16,32,AWS,c5.2xlarge,0.34,High,244.8
Streaming,9322,340,1150,us-east,4,8,GCP,n2-standard-4,0.194,Low,139.68
ERP,15242,60,85,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
Healthcare,5480,35,6,europe-west,4,8,Azure,D4s_v3,0.192,High,138.24
News Portal,50735,1951,32,europe-west,8,16,GCP,n2-standard-8,0.388,High,279.36
E-Commerce,440,14,7,us-east,1,2,GCP,e2-small,0.017,Low,12.24
Blog,293,24,2042,asia-south,2,4,Azure,B2s,0.05,High,36.0
Blog,30218,1387,161,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
Social Media,13138,1230,594,europe-west,8,16,Azure,F4s_v2,0.169,High,121.68
ERP,4844,447,156,us-east,4,8,AWS,m5.xlarge,0.192,Low,138.24
E-Commerce,2728,213,4007,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
Social Media,300,15,3809,us-east,2,4,GCP,e2-medium,0.033,Medium,23.76
E-Commerce,41069,3852,86,us-east,8,16,GCP,n2-standard-8,0.388,High,279.36
ERP,5409,779,4,europe-west,4,8,AWS,m5.xlarge,0.192,Low,138.24
Blog,6517,398,625,us-east,2,4,GCP,e2-medium,0.033,Low,23.76
Portfolio,217221,6863,415,us-east,8,16,Azure,F4s_v2,0.169,Medium,121.68
Portfolio,64147,6062,101,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
News Portal,1113,132,7,us-east,1,2,AWS,t3.small,0.0208,Low,14.98
Healthcare,34201,19,1312,europe-west,4,8,AWS,m5.xlarge,0.192,High,138.24
ERP,563,563,5,europe-west,2,4,AWS,t3.medium,0.0416,Low,29.95
Banking,913,913,13,asia-south,2,4,AWS,t3.medium,0.0416,Low,29.95
Social Media,53415,2877,226,europe-west,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Blog,536,18,79,asia-south,1,2,AWS,t3.small,0.0208,Low,14.98
Portfolio,1791,71,1400,europe-west,2,4,Azure,B2s,0.05,Medium,36.0
Social Media,225209,29,1427,europe-west,8,16,AWS,c5.2xlarge,0.34,High,244.8
Streaming,64533,1674,6,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Portfolio,287924,11174,164,us-east,8,16,Azure,F4s_v2,0.169,High,121.68
Blog,198357,23246,3,asia-south,8,16,AWS,c5.2xlarge,0.34,High,244.8
Blog,2308,212,833,asia-south,2,4,Azure,B2s,0.05,Medium,36.0
Blog,28172,2535,23,us-east,8,16,Azure,F4s_v2,0.169,High,121.68
E-Commerce,3871,416,1016,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Banking,46746,5230,195,us-east,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Portfolio,3055,36,264,us-east,1,2,Azure,B2s,0.05,Low,36.0
News Portal,202,6,1836,asia-south,2,4,Azure,B2s,0.05,Medium,36.0
Healthcare,417,43,9,europe-west,2,4,GCP,e2-medium,0.033,Medium,23.76
Banking,83346,90,139,asia-south,4,8,Azure,D4s_v3,0.192,Low,138.24
E-Commerce,386,42,3,us-east,1,2,GCP,e2-small,0.017,Low,12.24
Banking,21769,1164,713,us-east,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Blog,164327,6713,38,europe-west,4,8,Azure,D4s_v3,0.192,Low,138.24
Blog,65955,3125,6,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Blog,5080,343,22,europe-west,2,4,GCP,e2-medium,0.033,Low,23.76
News Portal,1023,18,2007,asia-south,2,4,Azure,B2s,0.05,Medium,36.0
Healthcare,272745,28531,6,europe-west,16,32,AWS,c5.2xlarge,0.34,High,244.8
CRM,16812,384,2,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
CRM,4771,351,318,asia-south,2,4,AWS,t3.medium,0.0416,Low,29.95
News Portal,317750,57298,119,asia-south,8,16,Azure,F4s_v2,0.169,Low,121.68
ERP,1076,44,114,us-east,2,4,AWS,t3.medium,0.0416,Medium,29.95
Blog,6366,623,2,europe-west,2,4,Azure,B2s,0.05,Medium,36.0
ERP,468,468,113,us-east,2,4,GCP,e2-medium,0.033,Low,23.76
Healthcare,531,6,142,europe-west,2,4,AWS,t3.medium,0.0416,High,29.95
News Portal,4523,20,34,us-east,2,4,AWS,t3.medium,0.0416,Medium,29.95
News Portal,47691,6387,1648,europe-west,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Blog,2835,137,2,europe-west,2,4,GCP,e2-medium,0.033,Medium,23.76
News Portal,44080,1442,4807,us-east,4,8,Azure,D4s_v3,0.192,Low,138.24
Blog,108898,4703,48,asia-south,4,8,AWS,m5.xlarge,0.192,Low,138.24
Portfolio,191861,5035,5,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
ERP,284,43,57,asia-south,4,8,AWS,m5.xlarge,0.192,High,138.24
ERP,85138,1133,58,asia-south,8,16,GCP,n2-standard-8,0.388,High,279.36
CRM,632,92,12,us-east,2,4,AWS,t3.medium,0.0416,Medium,29.95
ERP,47172,6158,425,europe-west,8,16,GCP,n2-standard-8,0.388,Medium,279.36
News Portal,3664,3198,571,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Banking,50824,6,2266,asia-south,4,8,GCP,n2-standard-4,0.194,Low,139.68
Social Media,1066,1066,1431,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
CRM,31094,1126,1887,us-east,8,16,AWS,c5.2xlarge,0.34,High,244.8
Streaming,534,7,122,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
CRM,755,9,9,us-east,1,2,AWS,t3.small,0.0208,Medium,14.98
News Portal,24487,9,94,asia-south,2,4,AWS,t3.medium,0.0416,Medium,29.95
Streaming,2788,2754,3,asia-south,4,8,Azure,D4s_v3,0.192,Medium,138.24
CRM,49252,1354,2962,us-east,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
CRM,42576,5417,235,europe-west,4,8,GCP,n2-standard-4,0.194,Low,139.68
ERP,25900,647,2031,asia-south,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Streaming,60724,38,8,asia-south,8,16,GCP,n2-standard-8,0.388,High,279.36
Portfolio,99718,2583,6,europe-west,4,8,AWS,m5.xlarge,0.192,High,138.24
CRM,250030,830,2,asia-south,4,8,GCP,n2-standard-4,0.194,Low,139.68
Social Media,376,13,112,us-east,2,4,GCP,e2-medium,0.033,Medium,23.76
Social Media,17503,1004,715,europe-west,4,8,Azure,D4s_v3,0.192,Low,138.24
CRM,70037,12,2290,us-east,2,4,AWS,t3.medium,0.0416,Low,29.95
Banking,1092,1092,53,asia-south,4,8,GCP,n2-standard-4,0.194,Low,139.68
E-Commerce,1573,1573,174,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Banking,1615,27,11,us-east,4,8,Azure,D4s_v3,0.192,High,138.24
Healthcare,17611,531,15,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
Streaming,3510,4,95,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
Healthcare,36676,868,3137,us-east,8,16,GCP,n2-standard-8,0.388,High,279.36
CRM,23691,601,18,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
ERP,34187,139,2,us-east,4,8,AWS,m5.xlarge,0.192,Low,138.24
News Portal,1440,158,103,europe-west,2,4,GCP,e2-medium,0.033,Low,23.76
Blog,81005,6961,123,europe-west,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Social Media,36090,3422,4,asia-south,8,16,Azure,F4s_v2,0.169,Medium,121.68
Banking,556,76,35,europe-west,2,4,Azure,B2s,0.05,Medium,36.0
Streaming,958,26,11,asia-south,2,4,GCP,e2-medium,0.033,Medium,23.76
Streaming,2107,2107,211,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Portfolio,303140,8579,1780,asia-south,8,16,Azure,F4s_v2,0.169,Medium,121.68
E-Commerce,2570,713,412,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
News Portal,234,13,805,asia-south,2,4,AWS,t3.medium,0.0416,High,29.95
Healthcare,606,202,857,asia-south,2,4,Azure,B2s,0.05,Low,36.0
Portfolio,257,257,2,asia-south,1,2,Azure,B2s,0.05,Low,36.0
ERP,4676,29,101,asia-south,2,4,GCP,e2-medium,0.033,Low,23.76
News Portal,102261,125,19,us-east,4,8,GCP,n2-standard-4,0.194,Low,139.68
News Portal,6786,186,505,asia-south,4,8,GCP,n2-standard-4,0.194,High,139.68
Healthcare,141867,5479,1164,asia-south,8,16,Azure,F4s_v2,0.169,Medium,121.68
Portfolio,290,11,10,europe-west,1,2,Azure,B2s,0.05,Low,36.0
CRM,7891,106,2824,us-east,4,8,GCP,n2-standard-4,0.194,High,139.68
Healthcare,94507,7936,2222,europe-west,8,16,AWS,c5.2xlarge,0.34,Low,244.8
Streaming,39237,7,1022,us-east,4,8,AWS,m5.xlarge,0.192,Low,138.24
Banking,158081,13533,2307,asia-south,8,16,GCP,n2-standard-8,0.388,Low,279.36
Blog,1704,18,2,europe-west,1,2,GCP,e2-small,0.017,Medium,12.24
Banking,10067,639,18,europe-west,8,16,Azure,F4s_v2,0.169,High,121.68
Social Media,39905,1358,4,us-east,8,16,Azure,F4s_v2,0.169,Medium,121.68
Streaming,747,747,4873,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
Portfolio,118329,1749,45,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
ERP,2288,2288,2787,asia-south,8,16,AWS,c5.2xlarge,0.34,High,244.8
E-Commerce,415,38,185,europe-west,2,4,Azure,B2s,0.05,Medium,36.0
Streaming,79953,179,1685,asia-south,8,16,Azure,F4s_v2,0.169,Low,121.68
Social Media,49732,6298,13,europe-west,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Healthcare,201243,4729,5,asia-south,8,16,GCP,n2-standard-8,0.388,High,279.36
News Portal,214905,11773,5,asia-south,16,32,Azure,F4s_v2,0.169,High,121.68
News Portal,1768,75,704,asia-south,2,4,GCP,e2-medium,0.033,Low,23.76
News Portal,30223,3834,58,us-east,8,16,Azure,F4s_v2,0.169,High,121.68
ERP,496581,21748,17,us-east,16,32,GCP,n2-standard-8,0.388,Medium,279.36
ERP,1347,152,572,asia-south,2,4,AWS,t3.medium,0.0416,Low,29.95
CRM,8088,283,15,europe-west,2,4,Azure,B2s,0.05,Low,36.0
Social Media,247583,40990,1718,us-east,16,32,GCP,n2-standard-8,0.388,Medium,279.36
Banking,448,448,4,us-east,2,4,GCP,e2-medium,0.033,Low,23.76
CRM,285212,1235,25,europe-west,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Banking,9115,830,19,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Streaming,216535,17271,2550,us-east,16,32,Azure,F4s_v2,0.169,Medium,121.68
ERP,25847,3898,75,europe-west,4,8,GCP,n2-standard-4,0.194,Low,139.68
Blog,38241,2722,246,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Portfolio,84643,9899,1788,us-east,8,16,AWS,c5.2xlarge,0.34,High,244.8
Portfolio,338,15,605,europe-west,2,4,Azure,B2s,0.05,High,36.0
Banking,27174,1048,48,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
News Portal,275749,169,58,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Blog,354716,18,2260,us-east,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Streaming,390237,34733,614,us-east,16,32,AWS,c5.2xlarge,0.34,Medium,244.8
News Portal,31299,2259,4,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
CRM,28373,1410,687,europe-west,4,8,Azure,D4s_v3,0.192,Low,138.24
CRM,15076,33,8,asia-south,2,4,Azure,B2s,0.05,Medium,36.0
Social Media,23198,1688,1099,us-east,8,16,AWS,c5.2xlarge,0.34,Medium,244.8
Portfolio,24042,3099,167,us-east,8,16,GCP,n2-standard-8,0.388,High,279.36
Portfolio,279,6,418,asia-south,1,2,AWS,t3.small,0.0208,Medium,14.98
CRM,401,401,251,us-east,2,4,Azure,B2s,0.05,Low,36.0
Healthcare,25455,921,26,asia-south,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Streaming,2337,84,2236,europe-west,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Banking,2115,60,4020,europe-west,4,8,Azure,D4s_v3,0.192,Low,138.24
Portfolio,909,18,366,us-east,2,4,GCP,e2-medium,0.033,High,23.76
News Portal,105443,14021,11,europe-west,16,32,GCP,n2-standard-8,0.388,High,279.36
E-Commerce,378234,12,31,europe-west,4,8,GCP,n2-standard-4,0.194,High,139.68
Banking,27172,3564,2,us-east,8,16,Azure,F4s_v2,0.169,High,121.68
Healthcare,326220,34384,69,us-east,16,32,Azure,F4s_v2,0.169,Medium,121.68
Banking,201565,17115,1318,us-east,8,16,Azure,F4s_v2,0.169,Low,121.68
CRM,1100,10,330,europe-west,2,4,AWS,t3.medium,0.0416,High,29.95
Banking,665,50,18,asia-south,2,4,AWS,t3.medium,0.0416,Low,29.95
Social Media,1047,56,2,asia-south,2,4,Azure,B2s,0.05,Low,36.0
News Portal,425,425,20,europe-west,4,8,GCP,n2-standard-4,0.194,High,139.68
Banking,19126,261,3,asia-south,4,8,AWS,m5.xlarge,0.192,Medium,138.24
Portfolio,1826,65,676,europe-west,2,4,GCP,e2-medium,0.033,High,23.76
Social Media,252968,7,2967,asia-south,8,16,Azure,F4s_v2,0.169,High,121.68
E-Commerce,24286,288,12,europe-west,4,8,GCP,n2-standard-4,0.194,High,139.68
Blog,3334,314,25,us-east,2,4,AWS,t3.medium,0.0416,Medium,29.95
Streaming,443384,9,273,europe-west,8,16,Azure,F4s_v2,0.169,High,121.68
Social Media,346679,17,5,asia-south,4,8,AWS,m5.xlarge,0.192,Low,138.24
News Portal,88454,1966,506,us-east,8,16,Azure,F4s_v2,0.169,Medium,121.68
Streaming,97977,39,118,europe-west,8,16,GCP,n2-standard-8,0.388,High,279.36
Streaming,418538,167,4335,asia-south,16,32,AWS,c5.2xlarge,0.34,High,244.8
Portfolio,21945,294,4,us-east,2,4,GCP,e2-medium,0.033,Low,23.76
Social Media,195562,8,4,europe-west,4,8,Azure,D4s_v3,0.192,Medium,138.24
Social Media,332,332,6,europe-west,4,8,AWS,m5.xlarge,0.192,Medium,138.24
E-Commerce,15265,783,105,us-east,8,16,AWS,c5.2xlarge,0.34,High,244.8
Streaming,10199,503,194,us-east,8,16,Azure,F4s_v2,0.169,Medium,121.68
ERP,269,24,58,asia-south,1,2,GCP,e2-small,0.017,Low,12.24
News Portal,395,395,219,europe-west,4,8,Azure,D4s_v3,0.192,High,138.24
Streaming,237,13,1238,europe-west,4,8,GCP,n2-standard-4,0.194,High,139.68
Banking,1996,9,1864,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
CRM,304,304,7,asia-south,2,4,AWS,t3.medium,0.0416,High,29.95
Portfolio,5482,525,53,us-east,2,4,GCP,e2-medium,0.033,Medium,23.76
E-Commerce,115530,7330,4,us-east,8,16,Azure,F4s_v2,0.169,High,121.68
Banking,24366,1045,29,asia-south,8,16,AWS,c5.2xlarge,0.34,High,244.8
E-Commerce,38952,649,400,us-east,8,16,GCP,n2-standard-8,0.388,High,279.36
ERP,256,256,94,us-east,2,4,AWS,t3.medium,0.0416,Low,29.95
Social Media,142459,11149,4,europe-west,8,16,Azure,F4s_v2,0.169,Medium,121.68
Banking,628,15,8,asia-south,2,4,Azure,B2s,0.05,Medium,36.0
CRM,2135,2135,262,europe-west,4,8,Azure,D4s_v3,0.192,High,138.24
CRM,11404,232,8,us-east,4,8,AWS,m5.xlarge,0.192,High,138.24
Blog,289129,10,632,asia-south,4,8,GCP,n2-standard-4,0.194,High,139.68
Banking,492812,41494,1194,asia-south,16,32,Azure,F4s_v2,0.169,High,121.68
Blog,91299,1276,23,us-east,4,8,GCP,n2-standard-4,0.194,Medium,139.68
Blog,60145,10708,1470,us-east,8,16,AWS,c5.2xlarge,0.34,High,244.8
CRM,12418,81,13,europe-west,4,8,AWS,m5.xlarge,0.192,High,138.24
Blog,36542,1171,1592,asia-south,8,16,Azure,F4s_v2,0.169,High,121.68
E-Commerce,619,102,164,asia-south,2,4,AWS,t3.medium,0.0416,Medium,29.95
Portfolio,1643,225,5,asia-south,1,2,GCP,e2-small,0.017,Medium,12.24
News Portal,443392,6,2254,us-east,4,8,AWS,m5.xlarge,0.192,Low,138.24
Healthcare,426288,620,46,asia-south,4,8,Azure,D4s_v3,0.192,Low,138.24
News Portal,2503,245,2,asia-south,2,4,Azure,B2s,0.05,Medium,36.0
Portfolio,1319,67,39,us-east,2,4,GCP,e2-medium,0.033,High,23.76
Healthcare,1205,77,58,us-east,2,4,AWS,t3.medium,0.0416,Low,29.95
News Portal,8883,1966,408,europe-west,4,8,Azure,D4s_v3,0.192,Low,138.24
Streaming,1152,972,27,us-east,8,16,AWS,c5.2xlarge,0.34,High,244.8
Social Media,31958,6758,847,asia-south,8,16,Azure,F4s_v2,0.169,Medium,121.68
E-Commerce,359,23,4700,europe-west,4,8,GCP,n2-standard-4,0.194,High,139.68
Healthcare,450,450,15,europe-west,2,4,AWS,t3.medium,0.0416,Low,29.95
ERP,1746,114,2,us-east,2,4,Azure,B2s,0.05,Medium,36.0
ERP,87647,14931,1090,europe-west,16,32,Azure,F4s_v2,0.169,Medium,121.68
Social Media,2509,2509,57,europe-west,4,8,GCP,n2-standard-4,0.194,Low,139.68
News Portal,7959,569,148,us-east,4,8,Azure,D4s_v3,0.192,Medium,138.24
Streaming,34056,2483,236,us-east,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Streaming,95596,6111,37,europe-west,16,32,GCP,n2-standard-8,0.388,High,279.36
Social Media,2211,177,1906,europe-west,4,8,GCP,n2-standard-4,0.194,Low,139.68
CRM,60928,3833,1272,asia-south,8,16,GCP,n2-standard-8,0.388,Medium,279.36
Healthcare,1875,100,1432,europe-west,4,8,Azure,D4s_v3,0.192,High,138.24
