application_type,expected_users_per_day,concurrent_users,storage_required_gb,deployment_region,required_vcpu,required_ram_gb,cloud_provider_reference,reference_vm_type,price_per_hour,traffic_pattern,monthly_cost
Healthcare,12967,231,363,us-west,2,4,GCP,e2-medium,0.0327,Medium,23.54
CRM,65097,1086,224,asia-south,4,8,GCP,n2-standard-4,0.1985,High,142.92
Blog,2628,191,37,asia-south,1,2,Azure,B2s,0.0513,Low,36.94
News Portal,140322,2061,51,us-west,8,16,Azure,F4s_v2,0.1725,High,124.2
Banking,83600,3698,208,asia-south,4,8,AWS,m5.xlarge,0.188,High,135.36
Blog,4537,166,43,us-west,2,4,Azure,B2s,0.0489,Low,35.21
Banking,161339,1537,577,us-west,8,16,GCP,n2-standard-8,0.3922,High,282.38
Streaming,414868,14908,898,us-west,16,32,Azure,F4s_v2,0.1738,High,125.14
ERP,65376,2633,446,us-west,4,8,AWS,m5.xlarge,0.1906,High,137.23
Social Media,482384,18008,1944,us-east,16,32,GCP,n2-standard-8,0.3933,High,283.18
E-Commerce,72287,3194,425,us-east,4,8,GCP,n2-standard-4,0.1919,High,138.17
Social Media,471296,17780,2124,asia-south,16,32,GCP,n2-standard-8,0.3981,High,286.63
Blog,9447,86,20,us-east,2,4,Azure,B2s,0.0496,Medium,35.71
News Portal,127529,3443,112,asia-south,8,16,GCP,n2-standard-8,0.3775,High,271.8
News Portal,7242,233,170,asia-south,2,4,Azure,B2s,0.0492,Medium,35.42
Banking,163979,2831,730,us-west,8,16,AWS,c5.2xlarge,0.3442,High,247.82
News Portal,82906,2466,130,asia-south,4,8,Azure,D4s_v3,0.1893,High,136.3
CRM,45593,767,78,asia-south,4,8,AWS,m5.xlarge,0.1954,Medium,140.69
Portfolio,1025,30,10,us-west,1,2,AWS,t3.small,0.0213,Low,15.34
E-Commerce,60842,1309,247,asia-south,4,8,Azure,D4s_v3,0.1944,High,139.97
Streaming,199322,9610,2938,asia-south,8,16,GCP,n2-standard-8,0.3893,High,280.3
Banking,102971,1393,805,us-west,8,16,GCP,n2-standard-8,0.3813,High,274.54
Portfolio,1739,21,4,us-east,1,2,GCP,e2-small,0.0168,Low,12.1
News Portal,140107,1914,182,us-west,8,16,Azure,F4s_v2,0.1693,High,121.9
News Portal,19205,3985,196,us-east,2,4,GCP,e2-medium,0.0332,Medium,23.9
Healthcare,52693,2273,260,asia-south,4,8,AWS,m5.xlarge,0.1926,High,138.67
Social Media,416533,8306,2535,us-west,16,32,Azure,F4s_v2,0.1676,High,120.67
Healthcare,92293,2461,136,asia-south,4,8,AWS,m5.xlarge,0.1921,High,138.31
Banking,147952,3034,943,asia-south,8,16,GCP,n2-standard-8,0.383,High,275.76
CRM,10104,1201,265,us-west,2,4,GCP,e2-medium,0.0336,Medium,24.19
ERP,24886,2313,433,us-west,2,4,AWS,t3.medium,0.0411,Medium,29.59
Blog,8134,139,29,us-east,2,4,AWS,t3.medium,0.0407,Medium,29.3
ERP,92916,604,428,us-west,4,8,GCP,n2-standard-4,0.1908,High,137.38
Portfolio,1107,37,9,asia-south,1,2,AWS,t3.small,0.0209,Low,15.05
Healthcare,81528,841,176,us-east,4,8,Azure,D4s_v3,0.1973,High,142.06
ERP,141347,1817,244,us-west,8,16,GCP,n2-standard-8,0.3921,High,282.31
ERP,59568,2174,397,us-west,4,8,Azure,D4s_v3,0.193,High,138.96
News Portal,94146,1264,191,asia-south,4,8,GCP,n2-standard-4,0.1962,High,141.26
Portfolio,1591,16,4,us-west,1,2,AWS,t3.small,0.0207,Low,14.9
E-Commerce,94571,3416,211,us-west,4,8,GCP,n2-standard-4,0.1927,High,138.74
E-Commerce,65109,2148,210,us-east,4,8,Azure,D4s_v3,0.1935,High,139.32
Streaming,474076,5895,2832,asia-south,16,32,GCP,n2-standard-8,0.3943,High,283.9
Banking,50861,2650,708,asia-south,4,8,Azure,D4s_v3,0.1878,High,135.22
Portfolio,485,13,3,us-west,1,2,Azure,B2s,0.0485,Low,34.92
CRM,68186,1197,69,us-west,4,8,GCP,n2-standard-4,0.1894,High,136.37
Healthcare,85265,1550,117,us-east,4,8,GCP,n2-standard-4,0.1904,High,137.09
ERP,103568,1785,288,us-east,8,16,Azure,F4s_v2,0.1654,High,119.09
Banking,20984,1718,137,us-west,2,4,AWS,t3.medium,0.0408,Medium,29.38
Healthcare,19882,2126,228,us-west,2,4,GCP,e2-medium,0.0326,Medium,23.47
ERP,119601,1766,235,us-east,8,16,Azure,F4s_v2,0.174,High,125.28
Streaming,345489,10981,4351,asia-south,16,32,GCP,n2-standard-8,0.3936,High,283.39
Healthcare,19569,855,155,us-west,2,4,Azure,B2s,0.0489,Medium,35.21
News Portal,70347,963,87,us-east,4,8,Azure,D4s_v3,0.1975,High,142.2
Portfolio,1825,31,6,asia-south,1,2,Azure,B2s,0.05,Low,36.0
Banking,116226,1346,257,us-east,8,16,GCP,n2-standard-8,0.3824,High,275.33
E-Commerce,75912,2140,385,us-west,4,8,AWS,m5.xlarge,0.1908,High,137.38
Portfolio,846,29,5,asia-south,1,2,GCP,e2-small,0.0165,Low,11.88
Healthcare,78067,1644,227,us-west,4,8,AWS,m5.xlarge,0.1929,High,138.89
Portfolio,625,28,6,asia-south,1,2,GCP,e2-small,0.017,Low,12.24
Streaming,354418,12910,918,us-east,16,32,AWS,c5.2xlarge,0.3314,High,238.61
Healthcare,32819,1563,319,us-east,4,8,AWS,m5.xlarge,0.1921,Medium,138.31
Banking,140657,4491,886,us-west,8,16,Azure,F4s_v2,0.1679,High,120.89
News Portal,86687,1972,109,us-east,4,8,AWS,m5.xlarge,0.1873,High,134.86
E-Commerce,68983,3558,489,us-west,4,8,Azure,D4s_v3,0.1879,High,135.29
News Portal,21178,2353,155,us-west,2,4,AWS,t3.medium,0.0404,Medium,29.09
Portfolio,1164,16,4,asia-south,1,2,Azure,B2s,0.0514,Low,37.01
News Portal,103836,1364,158,us-east,8,16,Azure,F4s_v2,0.1652,High,118.94
News Portal,9553,1705,97,us-east,2,4,Azure,B2s,0.049,Medium,35.28
Portfolio,1255,33,6,asia-south,1,2,GCP,e2-small,0.0165,Low,11.88
Streaming,404698,2765,3780,us-east,16,32,GCP,n2-standard-8,0.3965,High,285.48
Banking,168726,804,542,us-east,8,16,GCP,n2-standard-8,0.3954,High,284.69
Banking,16227,1049,448,asia-south,2,4,GCP,e2-medium,0.0333,Medium,23.98
Blog,3328,29,8,asia-south,2,4,Azure,B2s,0.0497,Low,35.78
News Portal,59731,2271,129,us-west,4,8,GCP,n2-standard-4,0.1937,High,139.46
Portfolio,1036,32,10,us-east,1,2,Azure,B2s,0.0503,Low,36.22
E-Commerce,20008,3332,143,asia-south,2,4,Azure,B2s,0.0493,Medium,35.5
Blog,9531,186,17,us-west,2,4,AWS,t3.medium,0.0426,Medium,30.67
ERP,70610,2909,476,asia-south,4,8,Azure,D4s_v3,0.1909,High,137.45
Blog,3081,167,29,asia-south,2,4,Azure,B2s,0.0494,Low,35.57
News Portal,43458,1121,50,asia-south,4,8,AWS,m5.xlarge,0.1882,Medium,135.5
Streaming,167614,2815,4435,asia-south,8,16,AWS,c5.2xlarge,0.3353,High,241.42
E-Commerce,27719,3623,71,asia-south,2,4,Azure,B2s,0.0508,Medium,36.58
Portfolio,1938,40,3,us-west,1,2,Azure,B2s,0.0493,Low,35.5
E-Commerce,71965,2110,384,us-west,4,8,Azure,D4s_v3,0.1965,High,141.48
Banking,83329,1989,564,us-west,4,8,AWS,m5.xlarge,0.1925,High,138.6
Portfolio,746,23,10,us-east,1,2,AWS,t3.small,0.0213,Low,15.34
Streaming,307423,19743,4886,us-east,16,32,Azure,F4s_v2,0.1703,High,122.62
Banking,53650,4985,248,asia-south,4,8,Azure,D4s_v3,0.1957,High,140.9
Healthcare,30364,817,181,us-east,4,8,GCP,n2-standard-4,0.1997,Medium,143.78
Social Media,455470,1845,824,us-west,16,32,AWS,c5.2xlarge,0.3426,High,246.67
Healthcare,80618,2466,127,us-west,4,8,GCP,n2-standard-4,0.1931,High,139.03
CRM,38906,1051,230,asia-south,4,8,Azure,D4s_v3,0.195,Medium,140.4
Streaming,313858,12618,1625,asia-south,16,32,AWS,c5.2xlarge,0.3363,High,242.14
CRM,69365,1036,53,asia-south,4,8,GCP,n2-standard-4,0.1982,High,142.7
News Portal,114302,359,159,us-east,8,16,Azure,F4s_v2,0.1688,High,121.54
CRM,62666,518,227,us-east,4,8,Azure,D4s_v3,0.1885,High,135.72
CRM,49910,562,142,us-east,4,8,AWS,m5.xlarge,0.1898,Medium,136.66
ERP,128763,2753,338,us-east,8,16,Azure,F4s_v2,0.1649,High,118.73
CRM,66508,1213,190,us-west,4,8,AWS,m5.xlarge,0.1952,High,140.54
Social Media,156771,1461,2308,asia-south,8,16,AWS,c5.2xlarge,0.3423,High,246.46
News Portal,76456,3612,131,us-west,4,8,GCP,n2-standard-4,0.1995,High,143.64
Banking,130100,933,544,us-west,8,16,Azure,F4s_v2,0.17,High,122.4
E-Commerce,85585,4410,306,us-west,4,8,GCP,n2-standard-4,0.1983,High,142.78
Banking,50148,4970,413,asia-south,4,8,AWS,m5.xlarge,0.193,High,138.96
Healthcare,73478,451,406,us-east,4,8,AWS,m5.xlarge,0.1885,High,135.72
Social Media,437673,5804,2142,us-west,16,32,Azure,F4s_v2,0.1669,High,120.17
Blog,6687,85,12,us-west,2,4,AWS,t3.medium,0.0409,Medium,29.45
Portfolio,102,26,4,asia-south,1,2,GCP,e2-small,0.0175,Low,12.6
Banking,29538,4726,534,us-east,2,4,Azure,B2s,0.0497,Medium,35.78
Streaming,253000,15035,4946,asia-south,16,32,GCP,n2-standard-8,0.398,High,286.56
Portfolio,1727,17,2,us-west,1,2,Azure,B2s,0.0515,Low,37.08
Healthcare,54545,1451,341,us-east,4,8,Azure,D4s_v3,0.1977,High,142.34
News Portal,101385,725,86,asia-south,8,16,GCP,n2-standard-8,0.3896,High,280.51
News Portal,142283,1763,81,us-east,8,16,AWS,c5.2xlarge,0.3412,High,245.66
E-Commerce,39407,1293,335,us-east,4,8,GCP,n2-standard-4,0.1987,Medium,143.06
Streaming,174897,14225,2712,us-west,8,16,AWS,c5.2xlarge,0.3321,High,239.11
Healthcare,7360,547,395,asia-south,2,4,Azure,B2s,0.05,Medium,36.0
Blog,9615,194,21,asia-south,2,4,AWS,t3.medium,0.0412,Medium,29.66
Portfolio,1169,33,1,asia-south,1,2,Azure,B2s,0.0513,Low,36.94
Blog,8221,20,49,asia-south,2,4,GCP,e2-medium,0.0333,Medium,23.98
Healthcare,68687,620,287,asia-south,4,8,GCP,n2-standard-4,0.1909,High,137.45
Portfolio,1082,34,2,us-west,1,2,GCP,e2-small,0.0166,Low,11.95
Portfolio,1065,23,1,asia-south,1,2,Azure,B2s,0.05,Low,36.0
ERP,68965,2239,380,asia-south,4,8,AWS,m5.xlarge,0.194,High,139.68
Streaming,433783,16504,3607,asia-south,16,32,AWS,c5.2xlarge,0.3372,High,242.78
E-Commerce,89949,2605,261,us-west,4,8,AWS,m5.xlarge,0.1868,High,134.5
Portfolio,770,9,2,us-east,1,2,AWS,t3.small,0.021,Low,15.12
News Portal,5132,619,170,asia-south,2,4,GCP,e2-medium,0.0332,Medium,23.9
Blog,8632,162,28,us-west,2,4,Azure,B2s,0.0494,Medium,35.57
E-Commerce,6549,3249,74,us-east,2,4,AWS,t3.medium,0.0416,Medium,29.95
Streaming,398716,11471,4379,us-east,16,32,GCP,n2-standard-8,0.3908,High,281.38
ERP,56039,634,141,asia-south,4,8,AWS,m5.xlarge,0.1873,High,134.86
E-Commerce,86278,4055,236,us-west,4,8,GCP,n2-standard-4,0.1956,High,140.83
News Portal,129091,2403,167,us-east,8,16,GCP,n2-standard-8,0.3861,High,277.99
Streaming,385546,9538,3959,us-east,16,32,GCP,n2-standard-8,0.3786,High,272.59
News Portal,123306,2733,115,us-west,8,16,Azure,F4s_v2,0.1695,High,122.04
E-Commerce,50422,1439,246,us-east,4,8,Azure,D4s_v3,0.1927,High,138.74
News Portal,72610,1557,64,us-west,4,8,GCP,n2-standard-4,0.1899,High,136.73
Blog,7126,92,12,us-west,2,4,AWS,t3.medium,0.0422,Medium,30.38
ERP,125555,1694,120,asia-south,8,16,Azure,F4s_v2,0.166,High,119.52
Streaming,98714,8149,2452,us-west,4,8,AWS,m5.xlarge,0.1866,High,134.35
News Portal,65232,3838,158,asia-south,4,8,AWS,m5.xlarge,0.1959,High,141.05
Healthcare,80160,2690,329,asia-south,4,8,AWS,m5.xlarge,0.1933,High,139.18
Social Media,80404,13344,519,us-east,4,8,GCP,n2-standard-4,0.1954,High,140.69
Social Media,187893,12255,2533,asia-south,8,16,GCP,n2-standard-8,0.3901,High,280.87
Blog,8000,97,43,asia-south,2,4,AWS,t3.medium,0.0416,Medium,29.95
Portfolio,1738,28,9,us-east,1,2,AWS,t3.small,0.0212,Low,15.26
News Portal,107494,4428,180,us-east,8,16,Azure,F4s_v2,0.1711,High,123.19
CRM,40765,1404,206,us-east,4,8,GCP,n2-standard-4,0.195,Medium,140.4
Social Media,50572,7928,1882,us-east,4,8,GCP,n2-standard-4,0.1974,High,142.13
Healthcare,27402,1360,476,asia-south,2,4,AWS,t3.medium,0.0427,Medium,30.74
Streaming,282893,10371,2675,asia-south,16,32,Azure,F4s_v2,0.172,High,123.84
Portfolio,1256,44,10,us-west,1,2,AWS,t3.small,0.0213,Low,15.34
Healthcare,32407,948,232,asia-south,4,8,GCP,n2-standard-4,0.1976,Medium,142.27
ERP,93188,1095,325,asia-south,4,8,Azure,D4s_v3,0.1918,High,138.1
News Portal,33647,996,79,us-west,4,8,GCP,n2-standard-4,0.1978,Medium,142.42
Portfolio,1965,49,9,us-west,1,2,GCP,e2-small,0.0174,Low,12.53
Blog,9252,84,31,us-east,2,4,AWS,t3.medium,0.042,Medium,30.24
Healthcare,72066,2697,383,us-west,4,8,GCP,n2-standard-4,0.1942,High,139.82
Streaming,362713,9286,1859,us-east,16,32,AWS,c5.2xlarge,0.3465,High,249.48
ERP,103576,2862,310,us-east,8,16,Azure,F4s_v2,0.1682,High,121.1
Social Media,369180,7869,714,us-east,16,32,Azure,F4s_v2,0.1655,High,119.16
Banking,199585,2126,766,us-east,8,16,GCP,n2-standard-8,0.3807,High,274.1
Social Media,24358,2306,1139,us-west,2,4,Azure,B2s,0.0505,Medium,36.36
Healthcare,39694,834,277,us-east,4,8,Azure,D4s_v3,0.1923,Medium,138.46
Banking,183722,1599,108,us-east,8,16,AWS,c5.2xlarge,0.3464,High,249.41
Streaming,205454,19912,1843,asia-south,8,16,AWS,c5.2xlarge,0.3449,High,248.33
News Portal,140539,4167,190,asia-south,8,16,GCP,n2-standard-8,0.3783,High,272.38
Blog,2808,36,23,us-east,1,2,GCP,e2-small,0.0173,Low,12.46
CRM,75756,773,164,us-east,4,8,GCP,n2-standard-4,0.1902,High,136.94
Healthcare,5644,1407,189,asia-south,2,4,GCP,e2-medium,0.0323,Medium,23.26
ERP,129450,924,346,us-west,8,16,GCP,n2-standard-8,0.3946,High,284.11
Social Media,152157,16546,1238,asia-south,8,16,Azure,F4s_v2,0.164,High,118.08
CRM,61332,360,167,asia-south,4,8,AWS,m5.xlarge,0.1935,High,139.32
Banking,98067,4885,148,asia-south,4,8,GCP,n2-standard-4,0.1908,High,137.38
CRM,50106,1839,86,us-east,4,8,Azure,D4s_v3,0.1965,High,141.48
E-Commerce,60551,3853,492,us-west,4,8,AWS,m5.xlarge,0.1897,High,136.58
Healthcare,86221,2262,365,us-east,4,8,Azure,D4s_v3,0.1878,High,135.22
News Portal,124274,4638,184,us-east,8,16,AWS,c5.2xlarge,0.3334,High,240.05
Banking,96676,2901,385,us-west,4,8,Azure,D4s_v3,0.1949,High,140.33
Social Media,155257,15808,1707,us-east,8,16,GCP,n2-standard-8,0.3889,High,280.01
Blog,4360,91,5,us-east,2,4,Azure,B2s,0.0498,Low,35.86
News Portal,40702,4961,104,asia-south,4,8,AWS,m5.xlarge,0.1961,Medium,141.19
Portfolio,1515,26,10,us-west,1,2,GCP,e2-small,0.0166,Low,11.95
E-Commerce,96144,3916,220,us-east,4,8,Azure,D4s_v3,0.1963,High,141.34
Blog,3920,84,29,asia-south,2,4,Azure,B2s,0.0502,Low,36.14
ERP,145248,2969,113,asia-south,8,16,AWS,c5.2xlarge,0.3475,High,250.2
E-Commerce,41542,4525,196,us-east,4,8,Azure,D4s_v3,0.1886,Medium,135.79
CRM,67720,1437,112,us-east,4,8,GCP,n2-standard-4,0.1959,High,141.05
Streaming,263449,5893,1072,us-west,16,32,Azure,F4s_v2,0.1675,High,120.6
Healthcare,77664,1846,169,asia-south,4,8,GCP,n2-standard-4,0.1906,High,137.23
E-Commerce,96911,2166,494,asia-south,4,8,Azure,D4s_v3,0.1949,High,140.33
Portfolio,1761,34,1,us-west,1,2,AWS,t3.small,0.0212,Low,15.26
Healthcare,48946,2712,229,us-west,4,8,AWS,m5.xlarge,0.1929,Medium,138.89
Portfolio,1874,25,4,us-east,1,2,GCP,e2-small,0.0165,Low,11.88
Healthcare,9603,737,461,us-east,2,4,GCP,e2-medium,0.0334,Medium,24.05
Banking,176635,2953,347,us-west,8,16,GCP,n2-standard-8,0.3792,High,273.02
Portfolio,536,33,3,us-west,1,2,AWS,t3.small,0.0202,Low,14.54
Banking,27670,4898,523,asia-south,2,4,Azure,B2s,0.0494,Medium,35.57
E-Commerce,42259,2643,283,asia-south,4,8,GCP,n2-standard-4,0.1982,Medium,142.7
Streaming,269346,8162,1013,asia-south,16,32,GCP,n2-standard-8,0.3913,High,281.74
Blog,2630,180,9,asia-south,1,2,AWS,t3.small,0.0206,Low,14.83
Social Media,386230,1469,2513,us-west,16,32,Azure,F4s_v2,0.1687,High,121.46
E-Commerce,78085,4199,326,us-east,4,8,GCP,n2-standard-4,0.1916,High,137.95
Portfolio,1955,30,7,us-west,1,2,Azure,B2s,0.0503,Low,36.22
Streaming,415404,11791,3340,asia-south,16,32,AWS,c5.2xlarge,0.3487,High,251.06
Social Media,193711,17829,2143,us-west,8,16,AWS,c5.2xlarge,0.3328,High,239.62
ERP,102704,2273,266,us-east,8,16,Azure,F4s_v2,0.1643,High,118.3
CRM,15473,1270,288,asia-south,2,4,Azure,B2s,0.0496,Medium,35.71
E-Commerce,87375,4713,398,asia-south,4,8,GCP,n2-standard-4,0.1939,High,139.61
E-Commerce,49379,1342,88,us-east,4,8,Azure,D4s_v3,0.1961,Medium,141.19
E-Commerce,91870,4486,410,us-west,4,8,GCP,n2-standard-4,0.1989,High,143.21
Healthcare,61726,2592,121,us-west,4,8,Azure,D4s_v3,0.1927,High,138.74
Streaming,487351,10929,3695,us-east,16,32,AWS,c5.2xlarge,0.3426,High,246.67
News Portal,142880,2740,94,us-west,8,16,Azure,F4s_v2,0.1648,High,118.66
Social Media,486910,6122,2681,us-east,16,32,GCP,n2-standard-8,0.3919,High,282.17
Banking,19438,3189,257,us-west,2,4,GCP,e2-medium,0.032,Medium,23.04
ERP,30772,1402,445,us-west,4,8,AWS,m5.xlarge,0.1921,Medium,138.31
News Portal,146661,4750,167,asia-south,8,16,AWS,c5.2xlarge,0.3364,High,242.21
E-Commerce,32473,1505,58,asia-south,4,8,Azure,D4s_v3,0.1882,Medium,135.5
Healthcare,55021,2342,323,asia-south,4,8,AWS,m5.xlarge,0.1889,High,136.01
E-Commerce,63001,4136,329,asia-south,4,8,Azure,D4s_v3,0.1949,High,140.33
E-Commerce,61030,4636,409,us-east,4,8,Azure,D4s_v3,0.1908,High,137.38
Streaming,147597,17440,1679,us-west,8,16,AWS,c5.2xlarge,0.3306,High,238.03
Banking,109278,738,839,us-east,8,16,Azure,F4s_v2,0.1671,High,120.31
E-Commerce,5824,4343,297,asia-south,2,4,Azure,B2s,0.05,Medium,36.0
Social Media,138749,9802,2292,us-east,8,16,AWS,c5.2xlarge,0.3422,High,246.38
Blog,618,124,16,us-west,1,2,Azure,B2s,0.0486,Low,34.99
Social Media,139304,8270,1589,us-west,8,16,Azure,F4s_v2,0.1693,High,121.9
Streaming,476385,14067,4434,us-east,16,32,GCP,n2-standard-8,0.3951,High,284.47
Streaming,272970,7684,2080,us-east,16,32,AWS,c5.2xlarge,0.3491,High,251.35
E-Commerce,64364,4293,379,asia-south,4,8,GCP,n2-standard-4,0.1912,High,137.66
Portfolio,214,21,6,us-east,1,2,Azure,B2s,0.0488,Low,35.14
Streaming,328260,13680,4348,asia-south,16,32,GCP,n2-standard-8,0.3903,High,281.02
Portfolio,357,34,4,asia-south,1,2,GCP,e2-small,0.0175,Low,12.6
E-Commerce,27310,4711,226,us-east,2,4,AWS,t3.medium,0.0417,Medium,30.02
Banking,15936,3057,826,us-east,2,4,GCP,e2-medium,0.033,Medium,23.76
CRM,10473,1763,236,us-east,2,4,Azure,B2s,0.0491,Medium,35.35
E-Commerce,48393,3003,222,asia-south,4,8,AWS,m5.xlarge,0.1966,Medium,141.55
Healthcare,73315,2672,471,us-west,4,8,Azure,D4s_v3,0.1961,High,141.19
ERP,127930,2376,432,asia-south,8,16,AWS,c5.2xlarge,0.3349,High,241.13
CRM,18665,412,156,us-east,2,4,AWS,t3.medium,0.0415,Medium,29.88
Social Media,301771,3265,1973,us-east,16,32,AWS,c5.2xlarge,0.3489,High,251.21
News Portal,115448,2538,152,us-west,8,16,GCP,n2-standard-8,0.3806,High,274.03
Banking,71039,4822,500,asia-south,4,8,Azure,D4s_v3,0.1898,High,136.66
Streaming,249289,2332,2933,asia-south,8,16,GCP,n2-standard-8,0.3938,High,283.54
CRM,72488,1574,287,us-west,4,8,AWS,m5.xlarge,0.1953,High,140.62
CRM,61522,1222,241,us-east,4,8,Azure,D4s_v3,0.197,High,141.84
ERP,59129,1230,419,us-east,4,8,Azure,D4s_v3,0.1871,High,134.71
Blog,3171,92,39,asia-south,2,4,GCP,e2-medium,0.0325,Low,23.4
Streaming,234680,19519,4311,asia-south,8,16,GCP,n2-standard-8,0.3895,High,280.44
Banking,17604,586,775,asia-south,2,4,AWS,t3.medium,0.0428,Medium,30.82
Healthcare,26191,1179,446,asia-south,2,4,GCP,e2-medium,0.0324,Medium,23.33
CRM,45997,1393,265,us-east,4,8,GCP,n2-standard-4,0.1932,Medium,139.1
CRM,25926,1063,120,us-west,2,4,AWS,t3.medium,0.0411,Medium,29.59
Banking,118155,696,751,asia-south,8,16,Azure,F4s_v2,0.1725,High,124.2
News Portal,89680,1890,65,asia-south,4,8,AWS,m5.xlarge,0.1963,High,141.34
E-Commerce,99163,586,165,asia-south,4,8,AWS,m5.xlarge,0.1961,High,141.19
ERP,144126,618,455,us-east,8,16,Azure,F4s_v2,0.1683,High,121.18
ERP,142265,2543,146,asia-south,8,16,GCP,n2-standard-8,0.3775,High,271.8
Healthcare,23845,2429,214,us-east,2,4,AWS,t3.medium,0.0416,Medium,29.95
Streaming,272454,3747,3125,us-west,16,32,Azure,F4s_v2,0.1703,High,122.62
Social Media,426355,3480,656,us-west,16,32,GCP,n2-standard-8,0.3983,High,286.78
Portfolio,339,28,4,us-west,1,2,GCP,e2-small,0.0169,Low,12.17
Banking,83453,2119,433,us-west,4,8,AWS,m5.xlarge,0.1878,High,135.22
Banking,15551,1559,751,us-west,2,4,AWS,t3.medium,0.0412,Medium,29.66
Banking,138713,1857,623,asia-south,8,16,GCP,n2-standard-8,0.3789,High,272.81
Banking,28580,3111,490,asia-south,2,4,GCP,e2-medium,0.0321,Medium,23.11
News Portal,118113,3215,168,asia-south,8,16,Azure,F4s_v2,0.1737,High,125.06
News Portal,82546,3095,176,us-west,4,8,Azure,D4s_v3,0.1923,High,138.46
News Portal,94983,4869,144,us-east,4,8,AWS,m5.xlarge,0.1874,High,134.93
Streaming,63326,13226,3155,us-west,4,8,AWS,m5.xlarge,0.1893,High,136.3
ERP,111377,1048,388,us-west,8,16,AWS,c5.2xlarge,0.3491,High,251.35
Blog,7759,49,24,asia-south,2,4,GCP,e2-medium,0.0333,Medium,23.98
Streaming,490318,11379,1108,us-west,16,32,GCP,n2-standard-8,0.3777,High,271.94
ERP,100432,1157,453,asia-south,8,16,Azure,F4s_v2,0.1709,High,123.05
E-Commerce,91875,3206,123,asia-south,4,8,GCP,n2-standard-4,0.1978,High,142.42
Portfolio,1028,47,9,asia-south,1,2,AWS,t3.small,0.0204,Low,14.69
Social Media,105996,3434,2115,asia-south,8,16,GCP,n2-standard-8,0.3818,High,274.9
Streaming,100478,4198,2015,us-east,8,16,Azure,F4s_v2,0.1721,High,123.91
CRM,54055,1206,125,us-west,4,8,AWS,m5.xlarge,0.1917,High,138.02
CRM,46899,505,65,us-west,4,8,AWS,m5.xlarge,0.1903,Medium,137.02
ERP,20580,1055,342,us-west,2,4,Azure,B2s,0.0504,Medium,36.29
Healthcare,86652,1273,337,us-east,4,8,GCP,n2-standard-4,0.19,High,136.8
Portfolio,1150,40,3,asia-south,1,2,GCP,e2-small,0.0174,Low,12.53
Portfolio,486,28,4,us-west,1,2,GCP,e2-small,0.0169,Low,12.17
Blog,3261,92,23,asia-south,2,4,Azure,B2s,0.0503,Low,36.22
E-Commerce,81382,1840,445,us-west,4,8,Azure,D4s_v3,0.1871,High,134.71
ERP,85906,590,394,us-west,4,8,GCP,n2-standard-4,0.1978,High,142.42
Blog,3384,42,40,asia-south,2,4,Azure,B2s,0.0515,Low,37.08
Portfolio,840,50,3,asia-south,1,2,GCP,e2-small,0.0167,Low,12.02
Banking,159860,3096,696,us-east,8,16,GCP,n2-standard-8,0.3852,High,277.34
Portfolio,1548,6,5,us-west,1,2,Azure,B2s,0.0509,Low,36.65
Banking,169326,2571,190,us-east,8,16,AWS,c5.2xlarge,0.3466,High,249.55
ERP,50334,1830,254,asia-south,4,8,AWS,m5.xlarge,0.187,High,134.64
Portfolio,276,40,10,us-east,1,2,GCP,e2-small,0.0174,Low,12.53
Blog,3841,97,19,asia-south,2,4,Azure,B2s,0.0487,Low,35.06
Social Media,392271,13022,2437,asia-south,16,32,AWS,c5.2xlarge,0.3385,High,243.72
ERP,66187,2960,492,us-west,4,8,AWS,m5.xlarge,0.1917,High,138.02
News Portal,118352,1640,168,asia-south,8,16,AWS,c5.2xlarge,0.3402,High,244.94
Social Media,238109,3856,1260,us-west,8,16,AWS,c5.2xlarge,0.331,High,238.32
ERP,86114,1026,159,asia-south,4,8,GCP,n2-standard-4,0.1952,High,140.54
Blog,2969,26,15,asia-south,1,2,GCP,e2-small,0.017,Low,12.24
Blog,3839,148,10,us-west,2,4,Azure,B2s,0.05,Low,36.0
Portfolio,288,23,10,us-west,1,2,Azure,B2s,0.0499,Low,35.93
CRM,78463,270,91,asia-south,4,8,GCP,n2-standard-4,0.1964,High,141.41
Social Media,335800,2662,2777,asia-south,16,32,GCP,n2-standard-8,0.3886,High,279.79
Social Media,392980,3301,2869,asia-south,16,32,AWS,c5.2xlarge,0.3407,High,245.3
Healthcare,44586,1676,180,us-west,4,8,Azure,D4s_v3,0.1882,Medium,135.5
Blog,9876,47,48,us-west,2,4,AWS,t3.medium,0.0427,Medium,30.74
News Portal,14463,4403,89,us-east,2,4,Azure,B2s,0.0487,Medium,35.06
ERP,60382,1814,300,asia-south,4,8,GCP,n2-standard-4,0.1953,High,140.62
Social Media,401188,7779,885,asia-south,16,32,AWS,c5.2xlarge,0.3334,High,240.05
E-Commerce,35605,3731,491,us-west,4,8,GCP,n2-standard-4,0.1975,Medium,142.2
Healthcare,69101,420,253,us-west,4,8,AWS,m5.xlarge,0.1888,High,135.94
Blog,8434,41,5,us-west,2,4,Azure,B2s,0.0502,Medium,36.14
ERP,34180,971,359,asia-south,4,8,GCP,n2-standard-4,0.1989,Medium,143.21
Banking,86169,792,428,us-east,4,8,AWS,m5.xlarge,0.1956,High,140.83
